"","rank","team","conf","rec","adj_o","adj_o_rk","adj_d","adj_d_rk","barthag","proj_rec","proj_conf_rec","wab","wab_rk","cur_rk","change","date","record","adj_tempo","adj_tempo_rk","proj_record","proj_conf_record"
"18218",68,"Liberty","ASun",NA,109.841545056613,41,98.7606927745433,115,0.772573529589093,NA,NA,-1.23896474147374,94,NA,NA,"2022-12-29","10-4",63.5412970250862,349,"23.9-7.1","14.9-3.1"
"18219",69,"Butler","BE",NA,105.58805496191,99,95.1328184606479,60,0.76836807739695,NA,NA,-1.19498177355255,90,NA,NA,"2022-12-29","8-6",68.0256418735214,212,"16.3-14.7","8.3-11.7"
"18220",70,"Washington St.","P12",NA,108.202347204682,63,97.5551732830582,92,0.766960450814726,NA,NA,-3.92401710995222,223,NA,NA,"2022-12-29","5-8",65.1322723099639,318,"13.6-17.4","8.6-11.4"
"18221",71,"Clemson","ACC",NA,110.169068150073,36,99.4723333054588,129,0.763970276415632,NA,NA,-0.70884555918143,76,NA,NA,"2022-12-29","10-3",69.262100720465,151,"19.9-11.1","11.9-8.1"
"18222",72,"Nevada","MWC",NA,107.494937848762,71,97.3250640072747,87,0.758221375692272,NA,NA,0.466770041006392,43,NA,NA,"2022-12-29","11-3",67.3094716079539,244,"19.3-11.7","9.3-8.7"
"18223",73,"Pittsburgh","ACC",NA,108.559018822103,55,98.4441520186574,108,0.754869211839683,NA,NA,-0.708574186451051,75,NA,NA,"2022-12-29","9-4",68.9668202254834,162,"19.3-11.7","12.3-7.7"
"18224",74,"Wake Forest","ACC",NA,108.554401740566,56,98.496036725345,109,0.753655434211661,NA,NA,-0.274994916831313,63,NA,NA,"2022-12-29","9-4",70.3952802550953,94,"18.5-12.5","10.5-9.5"
"18225",75,"Stanford","P12",NA,103.991636681145,125,94.4742200747283,53,0.750973319600701,NA,NA,-3.31683331357181,192,NA,NA,"2022-12-29","5-8",68.1681409330162,204,"14.5-16.5","8.6-11.4"
"18226",76,"Yale","Ivy",NA,103.631924454038,135,94.2677894361368,49,0.748215522101139,NA,NA,-0.264428645337135,62,NA,NA,"2022-12-29","10-3",66.0859563515041,295,"20.7-6.3","10.7-3.3"
"18227",77,"Sam Houston St.","WAC",NA,102.069659912118,177,93.0176731683368,43,0.744208605145432,NA,NA,0.402030341241,44,NA,NA,"2022-12-29","10-3",67.11879932632,250,"22.8-7.2","12.8-5.2"
"18228",78,"Cincinnati","Amer",NA,107.071605935476,76,97.6525737170532,93,0.742488084865302,NA,NA,-1.40704572401046,105,NA,NA,"2022-12-29","10-4",70.2796444585454,100,"18.8-12.2","9.8-8.2"
"18229",79,"Nebraska","B10",NA,102.618237901321,161,93.5920369922958,45,0.742462925022699,NA,NA,-1.24050441485613,95,NA,NA,"2022-12-29","8-6",66.3795461349577,282,"14.8-16.2","7.8-12.2"
"18230",80,"Oral Roberts","Sum",NA,111.637544325391,24,102.001420208127,170,0.738485698805471,NA,NA,0.375354277154241,46,NA,NA,"2022-12-29","11-3",72.6990279197591,29,"24.8-6.2","15.7-2.3"
"18231",81,"Mississippi","SEC",NA,104.432881770974,120,95.4733122380036,66,0.737211450603898,NA,NA,-1.36528943567144,102,NA,NA,"2022-12-29","8-5",67.1547579670498,248,"15.7-15.3","7.5-10.5"
"18232",82,"Loyola Marymount","WCC",NA,108.289399239761,60,99.0714892309448,120,0.735576774812085,NA,NA,-0.531023551652652,70,NA,NA,"2022-12-29","11-4",68.9441826506066,164,"18.5-10.5","8.5-6.5"
"18233",83,"San Francisco","WCC",NA,106.748714050767,83,97.75532334772,98,0.733433740537518,NA,NA,-1.26831919926745,97,NA,NA,"2022-12-29","11-5",71.2557762655177,61,"19.1-11.9","8.1-7.9"
"18234",84,"Wichita St.","Amer",NA,99.2116098691202,235,91.0025932426984,22,0.729723650641515,NA,NA,-2.38619434313499,142,NA,NA,"2022-12-29","7-6",65.1083915411178,321,"16.3-13.7","9.3-8.7"
"18235",85,"James Madison","SB",NA,105.196981685207,106,96.5339790152937,80,0.728752959390576,NA,NA,-1.80610114880417,123,NA,NA,"2022-12-29","10-4",73.1892294895951,21,"21.9-9.1","12.9-5.1"
"18236",86,"LSU","SEC",NA,103.79970150483,134,95.3365966477452,63,0.726724586638562,NA,NA,1.00159706464304,29,NA,NA,"2022-12-29","12-1",68.9212324926062,166,"18.7-12.3","7.3-10.7"
"18237",87,"Michigan","B10",NA,108.999194578472,49,100.267983148453,141,0.723158180754639,NA,NA,-2.06648317836516,129,NA,NA,"2022-12-29","7-5",69.5911086145736,132,"13.8-17.2","7.8-12.2"
"18238",88,"Texas A&M","SEC",NA,109.266444371886,44,100.580967360405,143,0.721618150102811,NA,NA,-2.50324375277823,145,NA,NA,"2022-12-29","7-5",68.9498796805408,163,"14.6-16.4","6.7-11.3"
"18239",89,"Saint Louis","A10",NA,110.085720152557,37,101.424163256467,162,0.719584541978626,NA,NA,-1.35726921400482,101,NA,NA,"2022-12-29","8-5",69.8560048182953,121,"19.7-11.3","11.7-6.3"
"18240",90,"Bradley","MVC",NA,99.0188028088107,239,91.3373028228092,26,0.716797367736137,NA,NA,-1.39984488002614,104,NA,NA,"2022-12-29","9-5",66.3034802063799,285,"21.4-9.6","14.4-5.6"
"18241",91,"Utah Valley","WAC",NA,106.275039615463,91,98.1192442272637,104,0.714683296121536,NA,NA,-0.565250868799054,71,NA,NA,"2022-12-29","10-4",68.304612101213,196,"21.9-9.1","12.9-5.1"
"18242",92,"Santa Clara","WCC",NA,105.884101547892,95,97.9818029503536,100,0.709298271180891,NA,NA,0.396015842326693,45,NA,NA,"2022-12-29","13-3",71.3471858738417,57,"20.5-10.5","8.5-7.5"
"18243",93,"Charlotte","CUSA",NA,106.882459519968,80,99.1006866331518,121,0.704604921713175,NA,NA,-0.701049150511124,74,NA,NA,"2022-12-29","10-3",61.2184206966859,362,"21.1-9.9","12.1-7.9"
"18244",94,"Southern Miss","SB",NA,103.816189893659,132,96.2804357651542,76,0.704038383326677,NA,NA,0.232882846294006,51,NA,NA,"2022-12-29","12-2",70.1606995262041,107,"23.9-7.1","12.9-5.1"
"18245",95,"Villanova","BE",NA,112.072070163105,20,104.330111861561,232,0.694914005273763,NA,NA,-2.02059010094384,127,NA,NA,"2022-12-29","7-6",64.2987270707599,340,"14-17","8-12"
"18246",96,"Toledo","MAC",NA,114.511957252367,12,106.859616167945,276,0.688984846339922,NA,NA,-1.48136524566548,109,NA,NA,"2022-12-29","9-4",73.7381893484676,17,"22.5-8.5","13.5-4.5"
"18247",97,"BYU","WCC",NA,102.888953616823,152,96.0629740715735,72,0.687709527933325,NA,NA,-1.21334175833288,92,NA,NA,"2022-12-29","11-5",72.0296553054962,42,"17.8-13.2","7.8-8.2"
"18248",98,"Indiana St.","MVC",NA,107.579773940048,68,100.67300775733,146,0.682022448416888,NA,NA,-2.27442940060319,137,NA,NA,"2022-12-29","10-4",73.6122548793264,19,"22-9","15-5"
"18249",99,"Georgia","SEC",NA,101.77393487767,182,95.4167801671759,65,0.677377341709603,NA,NA,-0.884978618909079,82,NA,NA,"2022-12-29","10-3",67.8240270456451,224,"16.7-14.3","6.7-11.3"
"18250",100,"Grand Canyon","WAC",NA,103.83291187593,131,97.5154683926454,90,0.673020367995265,NA,NA,-1.58280346635275,112,NA,NA,"2022-12-29","10-4",65.4462011314104,309,"20.5-10.5","11.5-6.5"
"18251",101,"St. John's","BE",NA,103.920386091458,127,97.7089362310658,97,0.670129045370031,NA,NA,-0.444677776905081,69,NA,NA,"2022-12-29","11-3",75.1661120628521,4,"16.8-14.2","6.8-13.2"
"18252",102,"Duquesne","A10",NA,108.519232149286,57,102.070770148634,171,0.669185092651429,NA,NA,-1.27907096948973,98,NA,NA,"2022-12-29","10-4",67.367576808091,242,"21.1-9.9","11.1-6.9"
"18253",103,"Colorado St.","MWC",NA,107.227278466321,74,100.937090537375,149,0.667125371122739,NA,NA,-1.74108951636329,119,NA,NA,"2022-12-29","8-6",68.33535616815,193,"15.3-15.7","7.3-10.7"
"18254",104,"Drake","MVC",NA,102.683222618836,160,96.8527418748969,83,0.662008123727069,NA,NA,-0.42603092210086,68,NA,NA,"2022-12-29","11-3",68.7253342579668,175,"21.9-9.1","12.9-7.1"
"18255",105,"Montana St.","BSky",NA,102.411971770666,165,96.792656212987,82,0.656779140966784,NA,NA,-2.67156282236335,155,NA,NA,"2022-12-29","8-6",68.188418610143,202,"20.5-10.5","13.5-4.5"
"18256",106,"UNC Wilmington","CAA",NA,105.107868706268,109,99.4348218095397,125,0.65431815331165,NA,NA,0.681224747101925,36,NA,NA,"2022-12-29","11-3",65.5839554163826,304,"23.5-7.5","13.5-4.5"
"18257",107,"Georgia Tech","ACC",NA,103.192251534693,142,97.6595868284753,95,0.653332099702706,NA,NA,-1.76083613831413,120,NA,NA,"2022-12-29","7-5",68.0085273864754,214,"16.2-14.8","8.2-11.8"
"18258",108,"New Mexico St.","WAC",NA,107.699245119044,66,101.931088081698,169,0.653174911540844,NA,NA,-2.62396557744448,150,NA,NA,"2022-12-29","7-6",69.9487559633483,118,"17.2-12.8","10.2-7.8"
"18259",109,"Tulane","Amer",NA,105.736946193164,98,100.118214711169,138,0.652020277862122,NA,NA,-3.28682691826711,188,NA,NA,"2022-12-29","7-5",72.7079143712272,28,"15-14","8-10"
"18260",110,"Middle Tennessee","CUSA",NA,103.526185581453,137,98.2768818474071,105,0.645292743071403,NA,NA,-2.51830217015798,146,NA,NA,"2022-12-29","8-5",68.6869248215131,178,"17.8-13.2","10.8-9.2"
"18261",111,"Richmond","A10",NA,100.385000259282,211,95.3754674506017,64,0.643067076797813,NA,NA,-3.39874319029743,197,NA,NA,"2022-12-29","7-6",66.0154462832811,298,"17.7-13.3","10.7-7.3"
"18262",112,"VCU","A10",NA,97.6972973878076,264,92.9015765667274,42,0.64079877116569,NA,NA,-1.47611749603035,107,NA,NA,"2022-12-29","9-4",70.1226204523958,110,"19.1-11.9","10.1-7.9"
"18263",113,"UC Santa Barbara","BW",NA,102.191933283012,172,97.1868627703108,86,0.640491442676788,NA,NA,-0.322034413875822,65,NA,NA,"2022-12-29","10-2",66.2371334982916,290,"22.8-8.2","13.8-6.2"
"18264",114,"Washington","P12",NA,102.572989129662,163,97.5496257131158,91,0.6404813953367,NA,NA,-0.815621846937573,79,NA,NA,"2022-12-29","9-4",69.9865738678034,116,"15.4-15.6","7.4-12.6"
"18265",115,"Vanderbilt","SEC",NA,104.369106139721,123,99.2720626956352,124,0.64010030682301,NA,NA,-2.69468728154573,157,NA,NA,"2022-12-29","6-6",66.6201626020882,274,"12.4-18.6","5.5-12.5"
"18266",116,"Hawaii","BW",NA,101.810515034514,181,96.9448871268348,84,0.63718421710369,NA,NA,-1.215237141199,93,NA,NA,"2022-12-29","10-3",65.318488153729,313,"22.6-9.4","13.6-6.4"
"18267",117,"Missouri St.","MVC",NA,102.971472103168,150,98.2808870536123,106,0.630918143410184,NA,NA,-3.82535852433633,219,NA,NA,"2022-12-29","6-7",64.1387951943581,342,"16.6-13.4","12.6-7.4"
"18268",118,"Princeton","Ivy",NA,104.383058564977,122,99.6586660842291,131,0.630098259110065,NA,NA,-2.33179562404654,139,NA,NA,"2022-12-29","9-4",68.3318115747577,194,"18.1-8.9","9.1-4.9"
"18269",119,"Air Force","MWC",NA,103.319531297393,141,98.7702014795889,116,0.6266450007051,NA,NA,-3.14356258366579,182,NA,NA,"2022-12-29","9-5",63.5100399723487,350,"15.6-15.4","6.6-11.4"
"18270",120,"San Jose St.","MWC",NA,107.228069303043,73,102.624353306472,184,0.623551960350785,NA,NA,-1.14667092229038,88,NA,NA,"2022-12-29","10-4",63.2802988410177,352,"16.2-14.8","7.2-10.8"
"18271",121,"Florida Gulf Coast","ASun",NA,108.303801362215,59,103.661301924339,215,0.623359180525985,NA,NA,0.359954408250144,47,NA,NA,"2022-12-29","10-3",66.5918783798059,275,"22.6-8.4","12.6-5.4"
"18272",122,"UMass Lowell","AE",NA,103.906519999552,128,99.4597151756558,128,0.623163620481211,NA,NA,-0.282991817309582,64,NA,NA,"2022-12-29","12-2",70.6155623096484,84,"25.3-5.7","12.4-3.6"
"18273",123,"Southern Illinois","MVC",NA,99.5632210737867,224,95.3056026903906,61,0.623069830773158,NA,NA,-1.35407408179893,100,NA,NA,"2022-12-29","10-4",64.847093700933,327,"20.6-10.4","12.6-7.4"
"18274",124,"Hofstra","CAA",NA,107.092769013594,75,102.962308938154,195,0.6111915030224,NA,NA,-1.57793969110074,111,NA,NA,"2022-12-29","8-6",69.4573290189344,137,"20.7-10.3","13.7-4.3"
"18275",125,"Notre Dame","ACC",NA,109.245925237686,45,105.041660360432,241,0.610951065902214,NA,NA,-2.81644203416171,166,NA,NA,"2022-12-29","8-5",64.1841435574978,341,"15.1-15.9","7.1-12.9"
"18276",126,"Cornell","Ivy",NA,108.568150316486,54,104.992055384859,239,0.59512043823845,NA,NA,-1.08356951391279,87,NA,NA,"2022-12-29","10-3",71.8310286557975,45,"18.7-8.3","8.7-5.3"
"18277",127,"Troy","SB",NA,105.15317037148,107,101.701198518564,167,0.594803290562636,NA,NA,-2.80505070982835,163,NA,NA,"2022-12-29","8-6",67.505086601438,237,"18.6-12.4","10.6-7.4"
"18278",128,"Syracuse","ACC",NA,104.895666941441,115,101.614973769001,165,0.590350859052658,NA,NA,-2.63113697263707,151,NA,NA,"2022-12-29","8-5",66.3213880720108,283,"14.5-16.5","7.5-12.5"
"18279",129,"Fresno St.","MWC",NA,99.4009691311706,229,96.3049427256278,77,0.589980683733054,NA,NA,-4.43944953833584,250,NA,NA,"2022-12-29","5-7",65.0507344400023,322,"11.4-18.6","6.5-11.5"
"18280",130,"Samford","SC",NA,105.801361482703,97,102.590407743871,183,0.587688506032542,NA,NA,-5.07075903531633,280,NA,NA,"2022-12-29","7-7",67.3830582987674,239,"19.4-11.6","12.4-5.6"
"18281",131,"Temple","Amer",NA,105.369724377179,103,102.263526598754,176,0.585187610566756,NA,NA,-4.10082786918094,234,NA,NA,"2022-12-29","7-7",67.1489405719748,249,"13.6-17.4","7.6-10.4"
"18282",132,"Youngstown St.","Horz",NA,111.316723707003,28,108.087205887452,296,0.583843877447418,NA,NA,-2.33514980168103,140,NA,NA,"2022-12-29","10-4",70.1310868298864,109,"22.5-8.5","14.5-5.5"
"18283",133,"George Mason","A10",NA,101.666330738761,186,98.7258669965175,113,0.583586940196455,NA,NA,-2.64412311996524,153,NA,NA,"2022-12-29","8-5",66.6752168727877,270,"17.8-13.2","9.8-8.2"
"18284",134,"Furman","SC",NA,106.094040531176,94,103.053988089776,199,0.582814500231917,NA,NA,-1.96671219864728,126,NA,NA,"2022-12-29","10-4",70.4576455108678,91,"21.1-9.9","12.1-5.9"
"18285",135,"Pepperdine","WCC",NA,101.42569862386,191,98.5787528736115,111,0.581129930427871,NA,NA,-3.71782653301391,210,NA,NA,"2022-12-29","7-7",73.1876610741245,22,"13.5-16.5","6.5-9.5"
"18286",136,"Akron","MAC",NA,102.268231192279,171,99.4449287768315,126,0.579797771413578,NA,NA,-2.36874393282733,141,NA,NA,"2022-12-29","7-5",65.7699463250582,302,"19-12","11-7"
"18287",137,"Chattanooga","SC",NA,109.149056907876,46,106.172445885549,264,0.57883016716891,NA,NA,-3.30265775472558,191,NA,NA,"2022-12-29","8-6",67.5698058558316,234,"19.3-11.7","11.3-6.7"
"18288",138,"Massachusetts","A10",NA,98.4946265502651,246,95.8481071177645,70,0.577673139103057,NA,NA,-0.613097512969646,73,NA,NA,"2022-12-29","9-3",72.1953859942421,36,"18.8-11.2","9.8-8.2"
"18289",139,"Southern Utah","WAC",NA,105.073395480987,111,102.315066580839,178,0.575890278595084,NA,NA,-1.76813110719924,121,NA,NA,"2022-12-29","9-5",74.3606498288793,10,"18-13","10-8"
"18290",140,"Belmont","MVC",NA,108.084049814852,65,105.364044842855,248,0.572757031834937,NA,NA,-2.7334443283138,159,NA,NA,"2022-12-29","9-5",69.2652239742736,150,"19-12","12-8"
"18291",141,"Tarleton St.","WAC",NA,103.592533687457,136,101.0898019656,153,0.569851204372443,NA,NA,-2.47549288573464,144,NA,NA,"2022-12-29","7-6",70.1668737220789,105,"17.1-13.9","10.2-7.8"
"18292",142,"Louisiana Tech","CUSA",NA,102.125109366596,174,99.7987827722858,133,0.565862627697124,NA,NA,-2.83805420384496,168,NA,NA,"2022-12-29","8-5",71.015755830467,66,"16.2-14.8","9.2-10.8"
"18293",143,"Utah Tech","WAC",NA,104.583282253616,119,102.234188679588,175,0.564944033712369,NA,NA,-2.05992221437903,128,NA,NA,"2022-12-29","9-5",69.2942926639153,148,"17.6-13.4","9.6-8.4"
"18294",144,"Portland","WCC",NA,105.459946350856,101,103.13461932403,202,0.563752412818245,NA,NA,-4.44372676396888,251,NA,NA,"2022-12-29","8-8",72.1239742705917,38,"13.5-17.5","5.5-10.5"
"18295",145,"Seattle","WAC",NA,101.765477804477,184,99.573666904478,130,0.562272898897265,NA,NA,-1.52793052418335,110,NA,NA,"2022-12-29","9-4",70.2220665581414,104,"18.5-12.5","9.5-8.5"
"18296",146,"Jacksonville","ASun",NA,99.7805784069383,221,97.6579205748859,94,0.561507426134287,NA,NA,-1.21125993113184,91,NA,NA,"2022-12-29","7-4",64.524485433367,335,"18.4-10.6","11.4-6.6"
"18297",147,"Harvard","Ivy",NA,97.8478918005285,261,96.0113775534486,71,0.554259402363783,NA,NA,-2.52782941523269,147,NA,NA,"2022-12-29","9-5",67.0826068187407,251,"17.1-10.9","8.1-5.9"
"18298",148,"Vermont","AE",NA,102.172435415429,173,100.259304416265,140,0.554130431942411,NA,NA,-4.11258709922361,235,NA,NA,"2022-12-29","6-8",66.0729999097247,296,"17.5-12.5","11.5-4.5"
"18299",149,"Louisiana Lafayette","SB",NA,106.924195712564,77,105.019699145975,240,0.551486893520974,NA,NA,-0.713717447570886,77,NA,NA,"2022-12-29","10-3",70.5889988544006,85,"19.6-10.4","9.6-8.4"
"18300",150,"UTEP","CUSA",NA,96.0101038907821,299,94.3567853589039,51,0.549774062852736,NA,NA,-2.09755954142929,130,NA,NA,"2022-12-29","8-5",66.8618999237924,260,"16.4-14.6","9.4-10.6"
"18301",151,"UNC Greensboro","SC",NA,96.1889348518099,296,94.6519620856087,56,0.546177731458889,NA,NA,-4.04454568505302,228,NA,NA,"2022-12-29","7-7",67.0365379352981,253,"17.7-13.3","11.7-6.3"
"18302",152,"Colgate","Pat",NA,111.231423453041,29,109.471381724401,318,0.545727445325109,NA,NA,-4.54959282561726,254,NA,NA,"2022-12-29","6-7",68.6672384584617,179,"19.1-11.9","13.1-4.9"
"18303",153,"Ohio","MAC",NA,105.358279505337,104,103.882012682886,220,0.540480233743805,NA,NA,-2.17788683110798,135,NA,NA,"2022-12-29","7-5",67.9044403820049,220,"18.9-12.1","11.1-6.9"
"18304",154,"Davidson","A10",NA,102.030897329966,179,100.609498083165,145,0.540246159792244,NA,NA,-2.31881174094558,138,NA,NA,"2022-12-29","8-5",67.9373577379138,219,"16.1-13.9","9.1-8.9"
"18305",155,"SMU","Amer",NA,99.8138230195375,220,98.4353452805723,107,0.539896881404721,NA,NA,-4.06515325550504,230,NA,NA,"2022-12-29","5-8",68.8787142566044,169,"11.6-19.4","6.6-11.4"
"18306",156,"Ball St.","MAC",NA,105.813541160418,96,104.382729562108,234,0.539061249791527,NA,NA,-2.1287043936758,132,NA,NA,"2022-12-29","9-4",67.6766838157325,232,"19.9-11.1","10.9-7.1"
"18307",157,"South Alabama","SB",NA,102.289374007893,170,101.074699328077,152,0.534290709854846,NA,NA,-3.11425556218209,180,NA,NA,"2022-12-29","6-7",67.3768597527086,240,"16.8-14.2","9.8-8.2"
"18308",158,"Nicholls St.","Slnd",NA,99.488508849704,227,98.5569815298102,110,0.52701956818064,NA,NA,-2.80889880157061,164,NA,NA,"2022-12-29","6-7",74.695578027416,7,"19.5-10.5","14.5-3.5"
"18309",159,"Towson","CAA",NA,103.848811285501,130,102.915244798467,192,0.525938863601598,NA,NA,-2.64129806581708,152,NA,NA,"2022-12-29","8-5",64.5804158528391,332,"18.9-12.1","10.9-7.1"
"18310",160,"Fort Wayne","Horz",NA,98.9349163797779,242,98.062254058514,101,0.525449628858956,NA,NA,-2.55903624971473,148,NA,NA,"2022-12-29","9-5",70.2271260949884,103,"20.3-10.7","12.3-7.7"
"18311",161,"SIU Edwardsville","OVC",NA,99.880422302376,219,99.0183098673998,119,0.524902501656858,NA,NA,-1.59860068266489,113,NA,NA,"2022-12-29","10-4",70.166619895317,106,"22.9-8.1","13.9-4.1"
"18312",162,"Mercer","SC",NA,106.684051081951,86,105.810366738307,257,0.523624021906305,NA,NA,-4.75977853913632,265,NA,NA,"2022-12-29","7-7",66.8470383340394,261,"17.8-13.2","10.8-7.2"
"18313",163,"Long Beach St.","BW",NA,102.400790499772,166,101.68665939498,166,0.520109299444291,NA,NA,-3.73207232063787,213,NA,NA,"2022-12-29","6-7",74.2573447621274,11,"16.4-15.6","10.4-9.6"
"18314",164,"Longwood","BSth",NA,105.06565721313,112,104.369586613881,233,0.519101239923609,NA,NA,-2.72296888808683,158,NA,NA,"2022-12-29","9-5",67.7193012638361,228,"20.2-10.8","12.2-5.8"
"18315",165,"Georgetown","BE",NA,107.400617098461,72,106.736267428437,272,0.517831597773268,NA,NA,-5.33871012774876,283,NA,NA,"2022-12-29","5-9",69.7410026759832,126,"9.2-21.8","4.2-15.8"
"18316",166,"Cleveland St.","Horz",NA,101.5677562255,188,101.03135708567,151,0.515218968496218,NA,NA,-4.39986076945473,248,NA,NA,"2022-12-29","7-7",63.761687187642,345,"19.3-11.7","13.3-6.7"
"18317",167,"UC Riverside","BW",NA,103.071600914764,148,102.532167021401,181,0.515081489717824,NA,NA,-1.70028155436102,117,NA,NA,"2022-12-29","8-5",68.1298994860971,206,"18.3-13.7","11.3-8.7"
"18318",168,"South Florida","Amer",NA,102.802716945689,155,102.272552694371,177,0.514860657781958,NA,NA,-4.21374924948435,241,NA,NA,"2022-12-29","7-7",67.9976843006939,215,"13.5-17.5","6.5-11.5"
"18319",169,"St. Bonaventure","A10",NA,99.0452633793076,238,98.7414404321752,114,0.508831744428369,NA,NA,-4.86721946587783,270,NA,NA,"2022-12-29","6-7",66.2395045302043,289,"14.2-16.8","8.2-9.8"
"18320",170,"Wyoming","MWC",NA,106.166002350995,93,105.864376577635,261,0.508178991472726,NA,NA,-5.22508365229249,282,NA,NA,"2022-12-29","5-8",64.6267316547916,329,"9.3-20.7","4.3-13.7"
"18321",171,"Stephen F. Austin","WAC",NA,103.098634296013,144,102.999927705334,196,0.502753814463458,NA,NA,-3.45850635550413,199,NA,NA,"2022-12-29","9-5",70.3719760604172,95,"17.2-13.8","9.2-8.8"
"18322",172,"UC Davis","BW",NA,99.7163787646761,223,99.9097772479262,134,0.494429609628646,NA,NA,-3.40675603881923,198,NA,NA,"2022-12-29","7-6",74.0846464613679,13,"17.5-14.5","10.5-9.5"
"18323",173,"Gardner Webb","BSth",NA,93.7216791934066,331,93.9223472784178,48,0.493851209747192,NA,NA,-4.67081180604049,263,NA,NA,"2022-12-29","6-7",68.1990470915222,200,"16.7-13.3","11.7-6.3"
"18324",174,"Old Dominion","SB",NA,102.036041098706,178,102.468959411359,179,0.487830163735098,NA,NA,-2.68096029871613,156,NA,NA,"2022-12-29","8-5",66.1106116073314,294,"15.7-14.3","7.7-10.3"
"18325",175,"Florida St.","ACC",NA,102.104052420285,175,102.767892759313,186,0.481377003350427,NA,NA,-6.02709275578306,309,NA,NA,"2022-12-29","4-10",70.9540461221308,70,"8.7-22.3","6.7-13.3"
"18326",176,"Bryant","AE",NA,104.852452349794,116,105.555872870469,249,0.480786447383344,NA,NA,-1.44863713609558,106,NA,NA,"2022-12-29","9-4",75.497126667474,1,"19.6-9.4","10.6-5.4"
"18327",177,"Kennesaw St.","ASun",NA,100.810582913764,200,101.496082377319,164,0.480526379684848,NA,NA,-1.72142319005021,118,NA,NA,"2022-12-29","8-5",68.275008026997,198,"18.5-12.5","10.5-7.5"
"18328",178,"Siena","MAAC",NA,103.133857754741,143,103.856983786789,219,0.479922996096743,NA,NA,-2.85935445485926,170,NA,NA,"2022-12-29","7-5",67.6080113175642,233,"18.6-12.4","12.6-7.4"
"18329",179,"Montana","BSky",NA,106.192186563723,92,106.999646837336,282,0.478235634890489,NA,NA,-3.74583582946155,214,NA,NA,"2022-12-29","6-7",65.3920183015992,312,"15.8-14.2","9.8-8.2"
"18330",180,"Penn","Ivy",NA,105.41589792613,102,106.26877875094,267,0.476849600333611,NA,NA,-3.55865507136485,202,NA,NA,"2022-12-29","7-7",67.0559787694945,252,"15.1-13.9","7.2-6.8"
